course_code,course_name
AG68221,SUMMER INTERNSHIP
AR60208,DYNAMICS OF SETTLEMENT SYSTEMS
BM49201,FINANCIAL ANALYTICS
CH69202,M-TECH LABORATORY
HS60257,BUSINESS ECONOMICS
IP60108,CONSTITUTIONAL LAW  - II
CE69145,SEMINAR
CR61005,HEAT AND MASS TRANSFER IN CRYOGENIC SYSTEMS
CS69201,COMPUTING LAB
MM60201,QUANTITATIVE TECHNIQUES IN MEDICINE AND BIOLOGY
AG60004,TRACTOR SYSTEMS DESIGN II
EC21201,BASIC ELECTRONICS
GG60204,MICROPALEONTOLOGY
IP60105,LAW OF TORT AND CONSUMER PROTECTION LAW
PH61013,PRINCIPLES OF QUANTUM DEVICES
ME60017,CONDUCTION AND RADIATION HEAT TRANSFER
PH40203,CONDENSED MATTER PHYSICS II
AE29202,AERODYNAMICS LABORATORY - I
BM63004,SUPPLY CHAIN MANAGEMENT
CE69019,STRUCTURAL LAB.-I
CS59001,DESIGN LABORATORY
EP61205,INNOVATION IN PRODUCT DEVELOPMENT PROCESS
KS10002,UNDERSTANDING INDIA: INDIAN ETHOS AND KNOWLEDGE SYSTEM - II
CE69021,CAD LAB
HS21201,ECONOMICS
BS40009,MOLECULES OF LIFE AND THE FUNDAMENTALS OF LIVING SYSTEMS
CL69203,DATA ANALYTICS IN EARTH SYSTEM SCIENCE
CR69008,CRYOPHYSICS AND VACUUM TECHNOLOGY LABORATORY
CS60003,HIGH PERFORMANCE COMPUTER ARCHITECTURE
AE31007,MECHANICS OF FLIGHT
EE60202,MODELING AND IDENTIFICATION
ME21207,THERMO-FLUID SCIENCE
ME67124,PROJECT - 3
BM63005,STATISTICAL METHODS FOR MANAGEMENT
MM59018,QUALITY ASSURANCE LAB
MT29204,COMPUTER APPLICATIONS IN METALLURGICAL PROCESSES LABORATORY
NA21004,SHIP STRENGTH
WM69201,PLANNING AND DESIGN OF WATER ENGINEERING FACILITIES
ME69036,MECHATRONICS LABORATORY
PH41015,ELECTRONICS FOR PHYSICISTS
AG60001,TRACTOR SYSTEMS DESIGN I
CS20202,SOFTWARE ENGINEERING
CY57201,PROJECT - 3
EE69204,CONTROL DESIGN AND IMPLEMENTATION LABORATORY
GG58005,SUMMER TRAINING/PROJECT/INTERNSHIP
ME40107,AIR CONDITIONING
MI69145,SEMINAR
AR60217,PLANNING HISTORY AND PRINCIPLES
BS41005,COMPUTATIONAL BIOLOGY AND BIOINFORMATICS
GG20201,GEOLOGY FOR ENGINEERS
HS60039,HUMAN RESOURCE DEVELOPMENT
MA41209,LINEAR ALGEBRA
ME29203,MECHANICS OF SOLIDS LABORATORY
EE60024,POWER SYSTEM DYNAMICS AND CONTROL
MI31206,ENVIRONMENTAL SAFETY AND HAZARD MITIGATION
MI60235,STRUCTURAL DESIGN OF UNDERGROUND SPACE
RT60001,INDUSTRIAL RUBBERS - I
AR40215,BUILDING ENERGY SYSTEM AND AUDITING
AT68121,SUMMER INTERNSHIP
CL69202,SIMULATION LAB FOR ATMOSPHERE AND OCEAN DYNAMICS
PH30202,ATOMIC AND MOLECULAR PHYSICS
RT60003,RUBBERS COMPOUNDING AND REINFORCING MATERIALS
AE68021,SUMMER INTERNSHIP
BT29205,MICROBIOLOGY LABORATORY
IP60126,"DRAFTING, PLEADING AND CONVEYANCING"
MT69002,SEMINAR-II
NA31001,ELEMENTS OF OCEAN ENGINEERING
AE60005,AIRCRAFT PROPULSION
CH21202,MASS TRANSFER I
NA40202,ADVANCED MARINE HYDRODYNAMICS
AR28202,FIELD TRIP I
EC68221,SUMMER INTERNSHIP
HS69207,PRIMARY RESEARCH LAB
AG60051,OPEN CHANNEL HYDRAULICS AND COASTAL ENGG.
AG69020,FARM MACHINERY TESTING LABORATORY
AR13304,DESCRIPTIVE GEOMETRY 2
CS31005,ALGORITHMS -II
CY47201,PROJECT - 1
GG20005,INTRODUCTION TO EARTH SCIENCE
AG60010,FOOD PROCESS AND PRODUCT TECHNOLOGY
CS39202,DATABASE MANAGEMENT SYSTEMS LABORATORY
GG40227,MINERAL EXPLORATION
ME60405,AUTOMATIC CONTROL
MM40006,HOSPITAL SKILL DEVELOPMENT
MT31022,X-RAY DIFFRACTION AND TRANSMISSION ELECTRON MICROSCOPY
NA30204,SEAKEEPING
BT58201,SUMMER INTERNSHIP
EC69212,DESIGN AND SIMULATION LABORATORY: COMMUNICATION NETWORKS
ES61201,WIND AND SMALL HYDRO TECHNOLOGY
MA21201,REAL ANALYSIS
MM48002,VIVA VOCE
MM61317,BIOLOGICAL PHYSICS
GG41011,GEOPHYSICAL PROSPECTING
IM31002,QUALITY ENGINEERING
AG69010,FOOD ANALYSIS LABORATORY
AG69015,PLANT BREEDING AND IN VITRO TECHNIQUES LABORATORY
BT60001,BIOSEPARATION TECHNOLOGY
EC31203,COMMUNICATION-I
EC60204,DIGITAL VLSI CIRCUITS
ES69202,ENERGY SYSTEMS DESIGN LABORATORY
ME67323,PROJECT - 2
SD11014,MODERN ALGEBRA
SD19004,BASIC PHYSICS LABORATORY
RT67102,THESIS PART-II
SD11001,EVOLUTION OF INDIAN EDUCATION
BT29202,PLANT TISSUE AND CELL CULTURE LABORATORY
CE32201,MATRIX STRUCTURAL ANALYSIS
CE69003,HYDRAULIC AND WATER RESOURCES ENGG LAB
EC61213,ADVANCED DIGITAL COMMUNICATION
EE60062,DIGITAL IMAGE PROCESSING
MI69010,"SAFETY, HEALTH AND ENVIRONMENT LAB IV (SAFETY AND HUMAN FACTORS)"
GG41202,SEQUENCE STRATIGRAPHIC ANALYSIS
NA39201,OCEAN ENGINEERING LAB
SE61201,PROCESS SAFETY ENGINEERING
GG29203,PALEONTOLOGY LABORATORY
MT49201,CASE STUDIES IN METALLURGICAL AND MATERIALS ENGINEERING
PE69002,DRILLING TECHNOLOGY LABORATORY
PH29203,ELECTROMAGNETISM LABORATORY
MA41022,PARTIAL DIFFERENTIAL EQUATIONS
MM50018,QUALITY ASSURANCE
AG69027,CROP PRODUCTION SYSTEMS LAB
AR52002,PROFESSIONAL PRACTICE AND BUILDING BYELAWS
BS10003,SCIENCE OF LIVING SYSTEMS
CY32204,CHEMICAL APPLICATIONS OF GROUP THEORY AND COMPUTERS
CY60202,ANALYTICAL AND NUCLEAR CHEMISTRY
HS21203,MICROECONOMICS I
MT60002,METALLURGICAL KINETICS
NA20203,HYDROSTATICS AND STABILITY
RE69007,QUALITY ENGINEERING LAB
AI61002,DEEP LEARNING FOUNDATIONS AND APPLICATIONS
AT69003,SOFTWARE DESIGN AND VALIDATION LABORATORY
EC61201,IMAGE AND VIDEO PROCESSING
GG31009,METAMORPHIC PETROLOGY
MT58201,SUMMER INTERNSHIP
MA41211,FUNCTIONAL ANALYSIS
MM50025,CLINICAL NUCLEAR IMAGING-I
AG58201,SUMMER INTERNSHIP
AG69005,FARM MACHINERY DESIGN LABORATORY
AR30203,"SPECIFICATION, ESTIMATION AND COSTING"
CE69010,FOUNDATION DESIGN
CH21208,INSTRUMENTATION AND PROCESS CONTROL
GG40212,SEDIMENTARY PETROLOGY
AR23302,ARCHITECTURAL DESIGN II
EC29205,DEVICES LABORATORY
IM39204,INFORMATION SYSTEM PROJECT
AE31010,VISCOUS FLOW THEORY
AR20201,HISTORY OF ARCHITECTURE II
CE69101,SEMINAR-I
EP61203,FINANCIAL AND LEGAL ASPECTS OF NEW TECHNOLOGY VENTURES
MA20202,TRANSFORM CALCULUS
RE61003,RELIABILITY ENGINEERING
BM63013,MARKETING MANAGEMENT I
EC39004,VLSI LABORATORY
GG29201,INTRODUCTION TO EARTH SCIENCE LABORATORY
IM69201,WORK SYSTEM DESIGN AND VIRTUAL REALITY LABORATORY
MA39207,OPTIMIZATION TECHNIQUES LAB
BM63021,STRATEGIC MANAGEMENT
CE29203,HYDRAULIC AND WATER RESOURCES ENGINEERING LABORATORY
CY48201,SUMMER INTERNSHIP
MA40248,MATHEMATICAL STATISTICS
MA60280,REGRESSION ANALYSIS AND TIME SERIES MODELS
CH39023,PROCESS EQUIPMENT DESIGN-I
CS31702,COMPUTER ARCHITECTURE AND OPERATING SYSTEM
CS60007,ALGORITHM DESIGN AND ANALYSIS
EC60336,MICROWAVE AND MILLIMETER WAVE INTEGRATED CIRCUITS
IE48201,SUMMER INTERNSHIP
IP67104,PROJECT DISSERTATION (SEMINAR + VIVA VOCE)
ME61201,FLUID DYNAMICS
CY39001,PHYSICAL CHEMISTRY LABORATORY II
HS20204,STATISTICS FOR ECONOMICS
ID60017,ENVIRONMENTAL AND NATURAL RESOURCES DRIVEN INFRASTRUCTURE MANAGEMENT
MM50005,RADIATION TREATMENT PLANNING
CS31007,COMPUTER ORGANIZATION AND ARCHITECTURE
GG39211,ENGINEERING GEOLOGY LAB.
GG40235,METAMORPHIC PHASE EUILIBRIA
ID60203,FACILITY PROGRAMMING AND DESIGN
NA49206,STRUCTURAL LAB
EE21208,DIGITAL ELECTRONIC CIRCUITS
IP61015,PRINCIPLES OF TAXATION LAW
ME69601,EXPERIMENTAL METHODS IN THERMAL ENGINEERING
AR23303,COMPUTER AIDED DESIGN AND SIMULATION
BS40005,CARBOHYDRATES AND LIPIDS: STRUCTURE AND FUNCTION
GG31005,MINERAL RESOURCES
ME67222,PROJECT - 1
MI58201,SUMMER INTERNSHIP
ME21203,MECHANICS OF SOLIDS
ME29202,MECHATRONICS LABORATORY
CY39202,INORGANIC QUANTITATIVE ANALYSIS
EC21203,NETWORK THEORY
HS60024,LEADERSHIP
IM39201,SIMULATION LAB
IP63902,CLINICAL LEGAL PROGRAM (TEACHING-LEARNING ASSIATANCE PROGRAM)
MA69201,COMPUTER ORGANISATION AND ARCHITECTURE LAB
MM50026,CLINICAL NUCLEAR IMAGING-II
EC39005,MICROWAVE LABORATORY
EE60032,ANALOG SIGNAL PROCESSING
EE60101,ADVANCED SENSING TECHNIQUES
MM40011,FUNDAMENTALS OF BIOCHEMISTRY AND CELL BIOLOGY
MM50003,RADIOBIOLOGY
AG60104,ON-FARM WATER MANAGEMENT
CE21206,ELEMENTARY STRUCTURAL ANALYSIS
GG40214,HYDROGEOLOGY
GG50010,APPLIED MICROPALEONTOLOGY
HS60065,MANAGEMENT OF CHANGE
RE69006,RELIABILITY DEMONSTRATION LAB
AG60003,FARM MACHINERY DESIGN AND TESTING
GG20210,PALEONTOLOGY AND STRATIGRAPHY
ME67223,PROJECT - 2
ME69035,DESIGN AND DYNAMICS  LABORATORY
PH69202,FMD LABORATORY
CE60219,URBAN TRANSPORTATION SYSTEMS PLANNING
CH30014,CHEMICAL PROCESS TECHNOLOGY
GG21204,STRUCTURAL GEOLOGY
GG30216,IGNEOUS PETROLOGY
KS10001,UNDERSTANDING INDIA: INDIAN ETHOS AND KNOWLEDGE SYSTEM - I
MI49001,SAFETY ENGINEERING LAB.
AE21203,DYNAMICS FOR AEROSPACE ENGINEERS
AR60210,URBAN DESIGN
MM69502,EXPERIMENTAL METHODS IN BIOMEDICAL ENGINEERING
MS69005,LABORATORY
CH49019,COMPUTER AIDED PROCESS ENGINEERING LAB.
CS29202,SOFTWARE ENGINEERING LABORATORY
GG20216,PETROLOGY
NA20204,SHIP CONSTRUCTION AND PRODUCTION
AG69041,FOOD CHEMISTRY AND MICROBIOLOGY LAB.
CH49201,M.TECH SEMINAR
EE60206,SOFT SWITCHING CONVERTERS
IM20204,OPERATIONS RESEARCH
PH19003,PHYSICS LABORATORY
SD11002,HEAT AND THERMODYNAMICS
AG68421,SUMMER INTERNSHIP
EC69214,VLSI TECHNOLOGY AND PROCESS MODELLING LAB
EM29201,ECONOMIC DATA ANALYSIS LABORATORY
ME69145,SEMINAR
RT69004,RUBBER LABORATORY-II
AE60003,AEROSPACE STRUCTURES
ME49206,NTM LAB
MT31017,PHASE TRANSFORMATION AND HEAT TREATMENT OF MATERIALS
AG60301,ADVANCED MECHANICAL OPERATIONS IN FOOD PROCESSING
AG69025,AQUACULTURAL ENGINEERING LAB. I
GG40201,MAGNETOTELLURIC METHODS OF PROSPECTING
IM42202,OPTIMIZATION AND HEURISTICS METHODS
ME30204,COMPUTER-CONTROLLED MANUFACTURING MACHINES
MI49203,MINE COMPUTATION LABORATORY
AR10302,HISTORY OF ARCHITECTURE 1
BT60206,BIOPROCESS PLANT AND EQUIPMENT DESIGN
CE69009,DESIGN AND EVALUATION OF TRANSPORTATION FACILITIES(LAB)
MI31008,SURFACE MINING
MT29201,INTRODUCTION TO ENGINEERING MATERIALS LABORATORY
QM58201,SUMMER INTERNSHIP
AI69002,DESIGN LABORATORY I
AR60232,SUSTAINABLE URBAN ARCHITECTURE
EE61202,NONLINEAR SYSTEMS AND CONTROL
EX20201,PHYSICS OF THE SOLID EARTH
MM59003,RADIOPHARMACY LABORATORY
AG60064,SYSTEMS APPROACH IN AGRICULTURE
CE68121,SUMMER INTERNSHIP
HS30206,ECONOMICS OF GROWTH
IM69004,INFORMATION SYSTEMS PROJECT
MA11004,"LINEAR ALGEBRA, NUMERICAL AND COMPLEX ANALYSIS"
PH21201,CLASSICAL DYNAMICS AND SPECIAL RELATIVITY
AR32004,HOUSING AND COMMUNITY PLANNING
CE29202,GEOMATICS PRACTICE
CE60042,BEHAVIOUR OF RC STRUCTURES
EX38002,FIELD WORK
GG41001,GEOCHEMISTRY
PH21204,OPTICS
AR23304,INDIGENOUS TECHNOLOGIES AND INNOVATIONS WORKSHOP
CE60242,COMPUTATIONAL HYDRAULICS
EC60307,ADVANCED SEMICONDUCTOR DEVICES
IM39005,QUALITY DESIGN AND CONTROL LABORATORY
MM61501,"BASIC HUMAN ANATOMY, PHYSIOLOGY AND PATHOLOGY"
SD11020,FUNDAMENTALS OF OPTICS
BM60112,CORPORATE FINANCE AND FINANCIAL ACCOUNTING
BM63012,HUMAN RESOURCE MANAGEMENT
CE20201,INTRODUCTION TO CIVIL ENGINEERING AND MATERIALS
CL69045,SEMINAR
EC29207,ANALOG  CIRCUITS LABORATORY
GG30214,STRATIGRAPHY
EE60208,MULTILEVEL CONVERTERS: ANALYSIS AND CONTROL
EE68521,SUMMER INTERNSHIP
AR23301,ARCHITECTURAL DESIGN I
AR54201,ARCHITECTURAL DESIGN VI
BT20207,BIOCHEMICAL REACTION ENGINEERING AND BIOENERGETICS
CE21202,STRUCTURAL ANALYSIS
CE21203,HYDRAULICS
CL61203,COMPUTATIONAL METHODS FOR EARTH SYSTEM SCIENCE
MA30008,TOPOLOGY
ME49202,THERMAL ENGINEERING LAB
MM58002,SEMINAR
PH39206,CONDENSED MATTER PHYSICS LAB I
RT69003,RUBBER LABORATORY - I
EC61205,COMMUNICATION NETWORKS
GG28202,FIELD WORK
GG39209,ELECTRICAL METHODS LAB.
PH21205,CLASSICAL DYNAMICS AND SPECIAL RELATIVITY
